0 5816365 3662 1973
0.1 5816291.32672079 3712.62792849744 1996.04535070768
0.3 5816140.9133803 3815.99035724451 2043.09626245735
0.7 5815827.42016117 4031.41561240925 2141.16422642341
1.5 5815146.40356184 4499.37617780574 2354.22026034986
2.54741015490034 5814134.0299753 5194.98258187747 2670.98744281987
3.57251704793298 5812992.05713653 5979.57100346783 3028.37186000346
4.59976273147709 5811674.98113364 6884.37624540627 3440.64262095014
5.62738562023106 5810158.42101599 7926.10739520371 3915.47158880429
6.65560435987477 5808411.83314462 9125.69193267452 4462.47492270016
7.68449924005925 5806400.20603618 10507.1058109422 5092.6881528807
8.7141759736651 5804083.13152874 12098.0042644178 5818.86420684321
9.74475559846561 5801413.98097372 13930.2779793013 6655.7410469802
10.7763780518337 5798338.92519721 16040.7132542134 7620.36154857852
11.8092051800852 5794795.79551893 18471.7568724227 8732.44760864827
12.8434243632199 5790712.75532201 21272.4050998665 10014.8395781223
13.8792527787729 5786006.74783295 24499.2383129703 11494.0138540772
14.916942443709 5780581.67828401 28217.6271592895 13200.6945567027
15.956786199759 5774326.27944791 32503.141439598 15170.5791124924
16.9991248503225 5767111.59785625 37443.1995113622 17445.2026323891
18.044355713907 5758788.0230228 43139.0043510983 20072.9726260981
19.0929429335129 5749181.76254925 49707.8230302482 23110.4144204991
20.1454299831904 5738090.64044615 57285.6800475689 26623.679506283
21.2024549502853 5725279.06202697 66030.5528162257 30690.3851568026
22.2647693636059 5710471.94287327 76126.1812375229 35401.8758892047
23.3332616061799 5693347.33652771 87786.6350409735 40866.0284313104
24.4089863351809 5673527.40798367 101261.825950249 47210.7660660757
25.4932018911509 5650567.27565109 116844.21213977 54588.5122091398
26.5874185090097 5623941.06416166 134877.028327706 63181.9075106339
27.6934614066218 5593024.24282576 155764.49990769 73211.2572665521
28.8135547974824 5557070.91705052 179984.686606911 84944.3963425629
29.9504360403378 5515184.10056489 208105.88986874 98710.0095663716
31.1075144048063 5466275.95752701 240808.020180542 114916.022292441
32.2890980442738 5409013.24670084 278911.092149 134075.661150159
33.5007293035511 5341740.0821818 323414.371288795 156845.546529407
34.7497002626366 5262364.26177099 375552.232737715 184083.505491296
36.0458859409589 5168181.56605045 436877.914004612 216940.519944935
37.4031803499258 5055586.20675985 509397.742152512 257016.051087637
38.8421953173583 4919550.18574682 595807.198283291 306642.615969892
40.3959991024989 4752561.97368776 699966.452595569 369471.573716668
42.1249062039321 4541993.39903335 828084.875662807 451921.72530384
44.1705710412665 4260762.5030913 993025.231460945 568212.265447751
46.3810337159321 3923409.80206062 1180303.12887348 718287.069065898
48.6183378997315 3557196.21857155 1368238.93843107 896564.842997379
50.8136761833773 3187526.71069252 1538273.20592575 1096200.08338173
52.9553388276783 2831242.63201853 1678907.50524563 1311849.86273584
55.0417011472961 2500331.14632115 1783684.25593677 1537984.59774207
57.1070275138318 2197334.26037244 1851657.43570393 1773008.30392364
59.3102908486389 1907154.41735165 1884154.39811266 2030691.18453569
61.8427240224729 1618965.68084188 1874284.33724042 2328749.9819177
64.7444659896398 1346735.23515122 1811560.30610599 2663704.45874279
67.2991992809334 1153047.60253419 1722744.88305833 2946207.51440748
69.9336832563935 991524.637498774 1609687.77921545 3220787.58328578
72.4535377123844 866991.437858428 1490034.12609549 3464974.43604608
75.0080987253054 764925.609681302 1364222.30166818 3692852.08865051
77.6437027313279 680025.724197486 1235076.42686049 3906897.84894202
80.4131810567055 608442.061871164 1104292.9386941 4109264.99943473
83.3824515511275 547330.864459467 972826.547425896 4301842.58811464
86.6696581253537 494144.873426866 840027.357306569 4487827.76926656
90.290851718272 448802.767724507 710263.278022603 4662933.95425289
93.9124299112346 413808.256481669 597559.43534914 4810632.30816919
97.1794448645591 388926.346745918 509616.919290385 4923456.7339637
100.309825547671 369670.601554032 436489.084921261 5015840.31352471
103.484645815551 353750.931505476 372321.207628312 5095927.86086621
106.520045705551 341244.362055648 319340.722870051 5161414.9150743
109.488995790028 331083.453780613 274504.916155363 5216411.63006402
112.40570657285 322731.981737073 236374.50544868 5262893.51281425
115.283886639627 315797.344955253 203789.575864642 5302413.0791801
118.132097964376 309996.309777149 175858.850588681 5336144.83963417
120.956604735121 305115.059438954 151863.992355189 5365020.94820586
123.762030253275 300988.493927001 131216.28901618 5389795.21705682
126.551902076202 297486.621197838 113426.407792641 5411086.97100952
129.32896599355 294505.538344241 98083.7564493392 5429410.70520642
132.095396811103 291961.169258923 84841.4133221329 5445197.41741894
134.852941133485 289784.790544237 73404.7451602632 5458810.4642955
137.603017885697 287919.752966876 63522.5511177214 5470557.6959154
140.346790843719 286319.028297642 54980.0179980893 5480700.95370427
143.08522218513 284943.340606928 47593.0187982175 5489463.64059485
145.819112799636 283759.72062683 41203.436307518 5497036.84306565
148.549133152825 282740.372241581 35675.2871867051 5503584.34057171
151.275847270905 281861.773148559 30891.4830099271 5509246.74384151
153.999731624578 281103.953836236 26751.1059330854 5514144.94023068
156.721190170155 280449.914167706 23167.1053036426 5518382.98052865
159.440566452685 279885.147435092 20064.342041134 5522050.51052377
162.158153434097 279397.249264553 17377.9226754304 5525224.82806002
164.87420153818 278975.594174672 15051.7762401649 5527972.62958516
167.588925283766 278611.066559363 13037.4358817247 5530351.49755891
170.302508788768 278295.835808715 11292.9938001243 5532411.17039116
173.015110363677 278023.167488325 9782.2034848427 5534194.62902683
175.72686636518 277787.264172213 8473.70749786 5535739.02832993
178.437894444132 277583.130807978 7340.37253560406 5537076.49665642
181.148296295468 277406.460486484 6358.71635101391 5538234.8231625
