0 1
0.0942478 0.987805
0.188496 0.96916
0.282743 0.944064
0.376991 0.912518
0.471239 0.874522
0.565487 0.830075
0.659734 0.779178
0.753982 0.721831
0.84823 0.658033
0.942478 0.587785
1.03673 0.511247
1.13097 0.429222
1.22522 0.342671
1.31947 0.252558
1.41372 0.159846
1.50796 0.0654965
1.60221 -0.0295272
1.69646 -0.124262
1.79071 -0.217747
1.88496 -0.309017
1.9792 -0.397174
2.07345 -0.481569
2.1677 -0.561617
2.26195 -0.636732
2.35619 -0.706329
2.45044 -0.769823
2.54469 -0.826628
2.63894 -0.876159
2.73319 -0.91783
2.82743 -0.951057
2.92168 -0.975372
3.01593 -0.990785
3.11018 -0.997424
3.20442 -0.995418
3.29867 -0.984895
3.39292 -0.965984
3.48717 -0.938812
3.58142 -0.903508
3.67566 -0.8602
3.76991 -0.809017
3.86416 -0.750194
3.95841 -0.6844
4.05265 -0.612407
4.1469 -0.534992
4.24115 -0.452928
4.3354 -0.36699
4.42965 -0.277954
4.52389 -0.186594
4.61814 -0.0936844
4.71239 -1.83691e-16
4.80664 0.0936844
4.90088 0.186594
4.99513 0.277954
5.08938 0.36699
5.18363 0.452928
5.27788 0.534992
5.37212 0.612407
5.46637 0.6844
5.56062 0.750194
5.65487 0.809017
5.74911 0.8602
5.84336 0.903508
5.93761 0.938812
6.03186 0.965984
6.12611 0.984895
6.22035 0.995418
6.3146 0.997424
6.40885 0.990785
6.5031 0.975372
6.59734 0.951057
6.69159 0.91783
6.78584 0.876159
6.88009 0.826628
6.97434 0.769823
7.06858 0.706329
7.16283 0.636732
7.25708 0.561617
7.35133 0.481569
7.44557 0.397174
7.53982 0.309017
7.63407 0.217747
7.72832 0.124262
7.82257 0.0295272
7.91681 -0.0654965
8.01106 -0.159846
8.10531 -0.252558
8.19956 -0.342671
8.2938 -0.429222
8.38805 -0.511247
8.4823 -0.587785
8.57655 -0.658033
8.6708 -0.721831
8.76504 -0.779178
8.85929 -0.830075
8.95354 -0.874522
9.04779 -0.912518
9.14203 -0.944064
9.23628 -0.96916
9.33053 -0.987805
9.42478 -1
